,index,token_address,id,user,status,uri,name,description,image_url,metadata,collection,created_at,updated_at,god,set,mana,type,image,proto,tribe,attack,effect,health,rarity,quality,ETH amount,USD amount
29,29,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xd31256e29c49bb0a0954c09c79619fe34ea719de46b2f9b02c5b2314e9fb5dbf,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Hooded Figure,,https://card.godsunchained.com/?id=852&q=4,"{'god': 'deception', 'set': 'trial', 'mana': 5, 'name': 'Hooded Figure', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=852&q=4', 'proto': 852, 'tribe': 'anubian', 'attack': 6, 'effect': 'Backline. Flank. Hidden.', 'health': 3, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-05-04T19:34:02.492565Z,2021-05-04T19:34:09.398571Z,deception,trial,5,card,https://card.godsunchained.com/?id=852&q=4,852,anubian,6,Backline. Flank. Hidden.,3,common,Meteorite,1.7e-05,0.07101784000000001
30,30,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x5cc02e291ae1a614226fbb80513892171cec801b05f7bcab8775ebb317857525,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Dowsing Blade,,https://card.godsunchained.com/?id=881&q=4,"{'god': 'light', 'set': 'trial', 'mana': 1, 'name': 'Dowsing Blade', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=881&q=4', 'proto': 881, 'attack': 1, 'effect': 'At the end of your turn, move the Chosen One two cards closer to the top of your deck.<br>Afterlife: Give +1/+1<br>to the Chosen One.', 'health': 1, 'rarity': 'rare', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-05-04T19:34:01.18277Z,2021-05-04T19:34:09.389708Z,light,trial,1,card,https://card.godsunchained.com/?id=881&q=4,881,,1,"At the end of your turn, move the Chosen One two cards closer to the top of your deck.<br>Afterlife: Give +1/+1<br>to the Chosen One.",1,rare,Meteorite,0.00017,0.7101784000000001
31,31,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x994646039ac67cef815c1675a3d020a6c65c58eba764307a78e76176a0ae30ec,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Aeona's Defection,,https://card.godsunchained.com/?id=914&q=3,"{'god': 'nature', 'set': 'trial', 'mana': 5, 'name': ""Aeona's Defection"", 'type': 'card', 'image': 'https://card.godsunchained.com/?id=914&q=3', 'proto': 914, 'attack': 0, 'effect': 'Add a random Death card, Nature card, and War card to your hand.', 'health': 0, 'rarity': 'rare', 'quality': 'Shadow'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-05-04T12:40:36.691841Z,2021-05-04T12:41:02.552471Z,nature,trial,5,card,https://card.godsunchained.com/?id=914&q=3,914,,0,"Add a random Death card, Nature card, and War card to your hand.",0,rare,Shadow,0.0008,3.3420160000000005
32,32,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xf436b5d3606ccc60a2f26b6cf280e0431c1f09c3bd3572acd39de78157e0ffb7,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Cruel Overseer,,https://card.godsunchained.com/?id=810&q=3,"{'god': 'death', 'set': 'trial', 'mana': 3, 'name': 'Cruel Overseer', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=810&q=3', 'proto': 810, 'tribe': 'nether', 'attack': 3, 'effect': 'At the end of your turn, if your god has 15 health or less, summon a 1/1 Impling.', 'health': 4, 'rarity': 'rare', 'quality': 'Shadow'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-04-06T15:20:19.533729Z,2021-04-06T15:20:47.397047Z,death,trial,3,card,https://card.godsunchained.com/?id=810&q=3,810,nether,3,"At the end of your turn, if your god has 15 health or less, summon a 1/1 Impling.",4,rare,Shadow,0.0023,9.608296000000001
33,33,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xb8fce72f73bbb817f5fcf9c50c4e599646f9fec71e7e7afd336cc97f1f891bf8,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Cruel Overseer,,https://card.godsunchained.com/?id=810&q=3,"{'god': 'death', 'set': 'trial', 'mana': 3, 'name': 'Cruel Overseer', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=810&q=3', 'proto': 810, 'tribe': 'nether', 'attack': 3, 'effect': 'At the end of your turn, if your god has 15 health or less, summon a 1/1 Impling.', 'health': 4, 'rarity': 'rare', 'quality': 'Shadow'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-04-06T09:41:34.105867Z,2021-04-06T09:42:00.956531Z,death,trial,3,card,https://card.godsunchained.com/?id=810&q=3,810,nether,3,"At the end of your turn, if your god has 15 health or less, summon a 1/1 Impling.",4,rare,Shadow,0.0023,9.608296000000001
34,34,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x0eef8f9ecf1f344a03502468f0624304356506930412b5f1a0ba5f404faf9a60,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Necronomics,,https://card.godsunchained.com/?id=804&q=2,"{'god': 'death', 'set': 'trial', 'mana': 1, 'name': 'Necronomics', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=804&q=2', 'proto': 804, 'attack': 0, 'effect': 'Deal 5 damage to your god and refresh 5 mana.', 'health': 0, 'rarity': 'rare', 'quality': 'Gold'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-30T05:45:31.896022Z,2021-04-26T00:58:54.747769Z,death,trial,1,card,https://card.godsunchained.com/?id=804&q=2,804,,0,Deal 5 damage to your god and refresh 5 mana.,0,rare,Gold,0.01689,70.5583128
35,35,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x0c3b7433c1e65fef723a3e78e3f56abd8487bb9f0a5e17eaa7e4db1172cabcc5,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Vow of Champions,,https://card.godsunchained.com/?id=917&q=3,"{'god': 'neutral', 'set': 'trial', 'mana': 2, 'name': 'Vow of Champions', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=917&q=3', 'proto': 917, 'tribe': '', 'attack': 0, 'effect': 'Pick one —<br>• Draw a card.<br>• Gain 7 favor.<br>• Deal 2 damage.<br>• Heal your god for 4.', 'health': 0, 'rarity': 'common', 'quality': 'Shadow'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T18:41:19.541707Z,2021-03-29T18:41:45.540121Z,neutral,trial,2,card,https://card.godsunchained.com/?id=917&q=3,917,,0,Pick one —<br>• Draw a card.<br>• Gain 7 favor.<br>• Deal 2 damage.<br>• Heal your god for 4.,0,common,Shadow,0.000399,1.6668304800000002
36,36,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xa9e5b58e01eee8ab8151e4f2ee6988ff9335c6794483443b2d2bde24ced6b54e,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,"Isadora, Daring Patrician",,https://card.godsunchained.com/?id=879&q=4,"{'god': 'light', 'set': 'trial', 'mana': 6, 'name': 'Isadora, Daring Patrician', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=879&q=4', 'proto': 879, 'tribe': 'olympian', 'attack': 1, 'effect': 'Backline. Ward.<br>At the end of your turn, summon a 1/2 Olympian Guard.', 'health': 2, 'rarity': 'legendary', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T17:51:06.214892Z,2021-04-26T00:46:11.67138Z,light,trial,6,card,https://card.godsunchained.com/?id=879&q=4,879,olympian,1,"Backline. Ward.<br>At the end of your turn, summon a 1/2 Olympian Guard.",2,legendary,Meteorite,0.0045,18.798840000000002
37,37,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x22209736f6d995022d2a2a44d94510bfc155540b397e5bb052271d75796fc50b,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Necronomics,,https://card.godsunchained.com/?id=804&q=3,"{'god': 'death', 'set': 'trial', 'mana': 1, 'name': 'Necronomics', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=804&q=3', 'proto': 804, 'attack': 0, 'effect': 'Deal 5 damage to your god and refresh 5 mana.', 'health': 0, 'rarity': 'rare', 'quality': 'Shadow'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T16:10:18.51442Z,2021-04-26T00:50:30.348771Z,death,trial,1,card,https://card.godsunchained.com/?id=804&q=3,804,,0,Deal 5 damage to your god and refresh 5 mana.,0,rare,Shadow,0.00109,4.5534968000000005
38,38,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x87a7c868d1914a5274069ed136f96c3807bb09a49ae822f7d7f6230425113ee6,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,"Selena, Champion of Nature",,https://card.godsunchained.com/?id=826&q=4,"{'god': 'nature', 'set': 'trial', 'mana': 4, 'name': 'Selena, Champion of Nature', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=826&q=4', 'proto': 826, 'tribe': 'amazon', 'attack': 3, 'effect': 'Backline. Ward.<br>Roar: Your creatures lose confusion.<br>Ability: Deal 2 damage to an enemy, then confuse a random enemy creature.', 'health': 4, 'rarity': 'legendary', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T16:00:05.722927Z,2021-04-26T00:55:21.155995Z,nature,trial,4,card,https://card.godsunchained.com/?id=826&q=4,826,amazon,3,"Backline. Ward.<br>Roar: Your creatures lose confusion.<br>Ability: Deal 2 damage to an enemy, then confuse a random enemy creature.",4,legendary,Meteorite,0.00889,37.13815280000001
39,39,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xd38743b3d33b37a6a619de8c6ce350919ec7a15462c5470a75c82692fe6ca3b0,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Xanthe of Tartessos,,https://card.godsunchained.com/?id=871&q=4,"{'god': 'war', 'set': 'trial', 'mana': 3, 'name': 'Xanthe of Tartessos', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=871&q=4', 'proto': 871, 'tribe': 'olympian', 'attack': 3, 'effect': 'At the end of your turn, give a random creature in your hand +X strength where X is equal to the number of creatures in your hand.', 'health': 3, 'rarity': 'legendary', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T16:00:04.670753Z,2021-03-29T16:00:14.11185Z,war,trial,3,card,https://card.godsunchained.com/?id=871&q=4,871,olympian,3,"At the end of your turn, give a random creature in your hand +X strength where X is equal to the number of creatures in your hand.",3,legendary,Meteorite,0.0038,15.874576000000001
40,40,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xb8ba6e2baf178f19c51d114c966178e591393dd722b6be441ed406e347a06a05,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Frumentarii Instigator,,https://card.godsunchained.com/?id=890&q=4,"{'god': 'neutral', 'set': 'trial', 'mana': 4, 'name': 'Frumentarii Instigator', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=890&q=4', 'proto': 890, 'tribe': 'guild', 'attack': 3, 'effect': 'Roar: Draw a card for <br>each other Guild creature <br>on the board.', 'health': 4, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:40:32.236021Z,2021-04-26T00:59:02.266625Z,neutral,trial,4,card,https://card.godsunchained.com/?id=890&q=4,890,guild,3,Roar: Draw a card for <br>each other Guild creature <br>on the board.,4,common,Meteorite,3e-05,0.1253256
41,41,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x1375bebe194c0d827fe8212e41c5ce0a0ec232dec23ef286eab0362f0cae3103,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Healing Light,,https://card.godsunchained.com/?id=937&q=4,"{'god': 'light', 'set': 'trial', 'mana': 4, 'name': 'Healing Light', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=937&q=4', 'proto': 937, 'tribe': '', 'attack': 0, 'effect': 'Fully heal each friendly creature, and give<br>them +1 health.<br>Gain 4 favor.', 'health': 0, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:40:32.195479Z,2021-03-29T15:40:53.469083Z,light,trial,4,card,https://card.godsunchained.com/?id=937&q=4,937,,0,"Fully heal each friendly creature, and give<br>them +1 health.<br>Gain 4 favor.",0,common,Meteorite,3e-05,0.1253256
42,42,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x48b41aaab31f46375fd3257b50a2512160be00422170c47918775a27259fe2f0,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Larcenous Pan,,https://card.godsunchained.com/?id=851&q=4,"{'god': 'deception', 'set': 'trial', 'mana': 2, 'name': 'Larcenous Pan', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=851&q=4', 'proto': 851, 'tribe': 'nether', 'attack': 1, 'effect': 'Hidden. Flank. <br>When this creature attacks a god, steal 3 of their favor. (You also gain favor for attacking.)', 'health': 3, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:40:32.155256Z,2021-03-29T15:40:53.46063Z,deception,trial,2,card,https://card.godsunchained.com/?id=851&q=4,851,nether,1,"Hidden. Flank. <br>When this creature attacks a god, steal 3 of their favor. (You also gain favor for attacking.)",3,common,Meteorite,1.5e-05,0.0626628
43,43,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x66e431db478c749d171adeb6917549efb44be9d07e502e2f0b40c003c0c299ee,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Blessing of Magic,,https://card.godsunchained.com/?id=940&q=4,"{'god': 'magic', 'set': 'trial', 'mana': 2, 'name': 'Blessing of Magic', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=940&q=4', 'proto': 940, 'attack': 0, 'effect': 'Gain favor equal to three times the amount of mana you have unlocked.', 'health': 0, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:40:32.114357Z,2021-04-26T00:44:11.039313Z,magic,trial,2,card,https://card.godsunchained.com/?id=940&q=4,940,,0,Gain favor equal to three times the amount of mana you have unlocked.,0,common,Meteorite,1.4e-05,0.05848528000000001
44,44,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x173a270cc5cd6f5986435367808b89121d15444e9899ac22a136f2e6fc73e19f,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Shadow of Lethenon,,https://card.godsunchained.com/?id=907&q=4,"{'god': 'deception', 'set': 'trial', 'mana': 1, 'name': 'Shadow of Lethenon', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=907&q=4', 'proto': 907, 'tribe': 'nether', 'attack': 1, 'effect': 'At the end of your turn, this creature gains hidden.<br>At the start of your turn, this creature deals 1 damage to the opposing god.', 'health': 1, 'rarity': 'rare', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:40:32.07432Z,2021-03-29T15:40:53.442507Z,deception,trial,1,card,https://card.godsunchained.com/?id=907&q=4,907,nether,1,"At the end of your turn, this creature gains hidden.<br>At the start of your turn, this creature deals 1 damage to the opposing god.",1,rare,Meteorite,0.00107,4.4699464
45,45,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x7b4af79f53d2e4662faa1a727b0607029448ee95719a192b5b0ef0c35ce761a6,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Olympian Guard,,https://card.godsunchained.com/?id=874&q=4,"{'god': 'light', 'set': 'trial', 'mana': 2, 'name': 'Olympian Guard', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=874&q=4', 'proto': 874, 'tribe': 'olympian', 'attack': 1, 'effect': 'Frontline.<br>At the end of your turn, if this creature has 2 strength or less, give it +1/+1.', 'health': 2, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:40:31.193571Z,2021-03-29T15:40:53.381906Z,light,trial,2,card,https://card.godsunchained.com/?id=874&q=4,874,olympian,1,"Frontline.<br>At the end of your turn, if this creature has 2 strength or less, give it +1/+1.",2,common,Meteorite,0.000195,0.8146164
46,46,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x7d536352340b134c059a2645bab924dccf3cb1c91306c2e46b93775e6d0c599a,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Militant Extortionist,,https://card.godsunchained.com/?id=895&q=4,"{'god': 'neutral', 'set': 'trial', 'mana': 1, 'name': 'Militant Extortionist', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=895&q=4', 'proto': 895, 'tribe': 'guild', 'attack': 3, 'effect': 'Roar: Steal 2 favor from your opponent.', 'health': 1, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:40:31.153264Z,2021-03-29T15:40:53.389433Z,neutral,trial,1,card,https://card.godsunchained.com/?id=895&q=4,895,guild,3,Roar: Steal 2 favor from your opponent.,1,common,Meteorite,1.7e-05,0.07101784000000001
47,47,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x4508532da5ca61312b3ed7f3235a58237eef56c6323cbc2afec5b83e1cc2d188,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Blessing of War,,https://card.godsunchained.com/?id=945&q=4,"{'god': 'war', 'set': 'trial', 'mana': 3, 'name': 'Blessing of War', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=945&q=4', 'proto': 945, 'attack': 0, 'effect': 'For each War creature in either void, you gain 3 favor and your opponent loses 3 favor.', 'health': 0, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:40:31.113783Z,2021-04-26T00:59:02.250898Z,war,trial,3,card,https://card.godsunchained.com/?id=945&q=4,945,,0,"For each War creature in either void, you gain 3 favor and your opponent loses 3 favor.",0,common,Meteorite,1.5e-05,0.0626628
48,48,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x99c4ed730549e4570312fbd7921178d98359e380f5cf41a4154936926e6d3080,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Diligent Architect,,https://card.godsunchained.com/?id=892&q=4,"{'god': 'neutral', 'set': 'trial', 'mana': 3, 'name': 'Diligent Architect', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=892&q=4', 'proto': 892, 'tribe': 'guild', 'attack': 2, 'effect': 'Roar: Delve a Structure,<br>add it to your hand, and<br>give it +2 health.', 'health': 2, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:40:31.074203Z,2021-04-26T00:56:58.061762Z,neutral,trial,3,card,https://card.godsunchained.com/?id=892&q=4,892,guild,2,"Roar: Delve a Structure,<br>add it to your hand, and<br>give it +2 health.",2,common,Meteorite,7.7e-05,0.32166904
49,49,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x453690a68b9caf42de671b21699467209ee40d77b12bbe00a258391b5d9e8c35,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Shadow of Lethenon,,https://card.godsunchained.com/?id=907&q=4,"{'god': 'deception', 'set': 'trial', 'mana': 1, 'name': 'Shadow of Lethenon', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=907&q=4', 'proto': 907, 'tribe': 'nether', 'attack': 1, 'effect': 'At the end of your turn, this creature gains hidden.<br>At the start of your turn, this creature deals 1 damage to the opposing god.', 'health': 1, 'rarity': 'rare', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:40:31.034856Z,2021-03-29T15:40:53.375023Z,deception,trial,1,card,https://card.godsunchained.com/?id=907&q=4,907,nether,1,"At the end of your turn, this creature gains hidden.<br>At the start of your turn, this creature deals 1 damage to the opposing god.",1,rare,Meteorite,0.00107,4.4699464
50,50,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x698e88c264827aa7242e14f03a862ed085143d16e78575cb270e754ee1453925,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Soul Charlatan,,https://card.godsunchained.com/?id=805&q=4,"{'god': 'death', 'set': 'trial', 'mana': 3, 'name': 'Soul Charlatan', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=805&q=4', 'proto': 805, 'tribe': 'anubian', 'attack': 3, 'effect': 'Ability: Give one of your creatures without an afterlife, “Afterlife: Summon a 3/2 Experimental Outcome.”', 'health': 4, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:40:29.943519Z,2021-04-26T00:50:54.919017Z,death,trial,3,card,https://card.godsunchained.com/?id=805&q=4,805,anubian,3,"Ability: Give one of your creatures without an afterlife, “Afterlife: Summon a 3/2 Experimental Outcome.”",4,common,Meteorite,2.7e-05,0.11279304000000001
